,area_type,availability,location,size,society,total_sqft,bath,balcony,price
2640,Built-up  Area,Ready To Move,KR Puram,2 BHK,SancyRe,1115,2.0,2.0,33.45
2641,Super built-up  Area,Ready To Move,Rajiv Gandhi Nagar,2 BHK,NCiteEl,1170,2.0,2.0,68.0
2642,Super built-up  Area,Ready To Move,Anekal,2 BHK,Sraveks,1035,2.0,2.0,38.3
2644,Super built-up  Area,18-Dec,Kengeri,2 BHK,VBn 2lm,750,2.0,2.0,22.0
2645,Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Bhmesy ,1917,3.0,3.0,122.0
2646,Super built-up  Area,Ready To Move,Kaggadasapura,3 BHK,Frowsru,1615,3.0,3.0,58.0
2648,Super built-up  Area,Ready To Move,Koramangala,2 BHK,Suryais,1325,2.0,2.0,119.0
2651,Super built-up  Area,21-Jan,Tumkur Road,2 BHK,Sapus S,1246,2.0,1.0,82.0
2652,Built-up  Area,Ready To Move,Sarjapur,2 BHK,Coa It ,1215,2.0,0.0,40.0
2653,Super built-up  Area,Ready To Move,Munnekollal,2 BHK,Akave E,1200,2.0,2.0,49.5
2655,Super built-up  Area,Ready To Move,Kodigehaali,2 BHK,Shyas S,1200,2.0,2.0,60.0
2658,Super built-up  Area,Ready To Move,Hormavu,2 BHK,Nadhian,1175,2.0,1.0,52.0
2659,Super built-up  Area,Ready To Move,Whitefield,2 BHK,SrireSo,920,2.0,1.0,63.0
2660,Super built-up  Area,Ready To Move,Hosakerehalli,4 BHK,Taonte ,3024,5.0,1.0,350.0
2664,Built-up  Area,Ready To Move,Bhagyalakshmi Avenue,2 BHK,Prineth,955,1.0,2.0,34.01
2665,Super built-up  Area,Ready To Move,Ardendale,3 BHK,SoystAm,1750,3.0,3.0,100.0
2666,Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Suitea ,1425,2.0,2.0,64.0
2667,Super built-up  Area,Ready To Move,Basavangudi,3 BHK,Brsic C,2150,3.0,2.0,265.0
2669,Super built-up  Area,Ready To Move,Kaggadasapura,2 BHK,Maidei ,1050,2.0,2.0,48.0
2670,Super built-up  Area,Ready To Move,Cholanayakanahalli,3 BHK,ShourSp,1370,2.0,2.0,75.0
2671,Super built-up  Area,18-Apr,Electronic City,3 BHK,Prarkun,1374,2.0,1.0,72.0
2672,Super built-up  Area,Ready To Move,Harlur,3 BHK,SosicCl,1754,3.0,2.0,124.0
2673,Super built-up  Area,Ready To Move,Kothanur,3 BHK,Somumys,1847,3.0,2.0,110.0
2674,Super built-up  Area,Ready To Move,Ambedkar Nagar,3 BHK,SoechHa,1850,4.0,3.0,139.0
2675,Plot  Area,18-May,Chikka Tirupathi,3 Bedroom,Theanmp,3297,3.0,1.0,135.0
2676,Super built-up  Area,Ready To Move,Doddakannelli,2 BHK,BMtusLo,1187,2.0,2.0,45.0
2680,Plot  Area,Ready To Move,Doddaballapur,3 Bedroom,Raourpl,3000,2.0,2.0,120.0
2681,Super built-up  Area,21-Dec,Thanisandra,1 BHK,Bhe 2ko,693,1.0,1.0,34.3
2682,Super built-up  Area,21-May,Dairy Circle,3 BHK,Soeurri,1980,3.0,2.0,224.0
2683,Super built-up  Area,Ready To Move,KR Puram,2 BHK,Saavem ,1021,2.0,1.0,48.0
2684,Super built-up  Area,Ready To Move,Thigalarapalya,2 BHK,Prtanha,1165,2.0,2.0,95.0
2685,Super built-up  Area,19-Mar,Horamavu Agara,3 BHK,Prhar G,1756,3.0,2.0,92.0
2686,Super built-up  Area,Ready To Move,Bharathi Nagar,3 BHK,FoapeWa,1739,3.0,1.0,105.0
2689,Super built-up  Area,18-Apr,Munnekollal,2 BHK,Sadhii ,950,2.0,1.0,46.5
2692,Super built-up  Area,Ready To Move,Devanahalli,2 BHK,Cerdsga,1080,2.0,0.0,53.35
2693,Super built-up  Area,Ready To Move,Arekere,2 BHK,Maierr ,1100,2.0,2.0,55.0
2694,Plot  Area,Ready To Move,Ardendale,4 Bedroom,Aling10,3200,4.0,1.0,205.0
2695,Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,PraleSi,1311,2.0,1.0,78.0
2696,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,GrrvaGr,1608,3.0,1.0,67.98
2698,Super built-up  Area,Ready To Move,Whitefield,2 BHK,Veitaus,1170,2.0,1.0,71.0
2700,Super built-up  Area,18-Dec,Hebbal,3 BHK,Magiaya,1255,2.0,1.0,77.68
2702,Super built-up  Area,Ready To Move,Neeladri Nagar,1 BHK,Guenoa ,674,1.0,1.0,21.0
2706,Super built-up  Area,Ready To Move,Ramagondanahalli,3 BHK,DNeremo,2257,4.0,2.0,157.0
2708,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,GrrvaGr,1530,3.0,3.0,51.87
2710,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,Tentsw ,1575,2.0,2.0,78.0
2711,Built-up  Area,Ready To Move,Frazer Town,3 BHK,Nanorkr,3500,4.0,2.0,330.0
2712,Super built-up  Area,Ready To Move,Rajiv Nagar,2 BHK,Ahntyve,1263,2.0,1.0,93.32
2713,Super built-up  Area,Ready To Move,KR Puram,3 BHK,MCvarar,1255 - 1863,3.0,0.0,69.315
2714,Super built-up  Area,Ready To Move,Kengeri Satellite Town,2 BHK,MB-laan,1043,2.0,2.0,65.0
2715,Super built-up  Area,Ready To Move,Hennur,2 BHK,Shateor,1255,2.0,2.0,53.5
2716,Super built-up  Area,18-Mar,JP Nagar,2 BHK,Shestut,1300 - 1405,2.0,0.0,93.865
2717,Super built-up  Area,18-Dec,Chandapura,1 BHK,Siageal,590,1.0,0.0,13.57
2718,Plot  Area,Ready To Move,Yelahanka,3 Bedroom,Edreelm,1550,3.0,1.0,120.0
2720,Super built-up  Area,Ready To Move,Rustam Bagh Layout,3 BHK,Jants V,1900,3.0,3.0,160.0
2723,Super built-up  Area,20-Mar,8th Phase JP Nagar,3 BHK,Vaarech,1455,3.0,2.0,73.31
2724,Built-up  Area,Ready To Move,KR Puram,2 BHK,Hivesdr,1035,2.0,1.0,40.5
2726,Super built-up  Area,Ready To Move,Bellandur,2 BHK,OriewLa,1299,2.0,2.0,82.0
2727,Super built-up  Area,18-Nov,Sarjapur  Road,3 BHK,AsastDe,1157,2.0,1.0,75.0
2728,Super built-up  Area,Ready To Move,Rachenahalli,2 BHK,Sovar S,1050,2.0,2.0,52.5
2736,Built-up  Area,Ready To Move,Sompura,3 BHK,Suiseit,1025,2.0,0.0,37.0
2737,Built-up  Area,Ready To Move,Malleshwaram,2 BHK,SaeneSe,1124,3.0,2.0,80.0
2738,Super built-up  Area,19-Dec,Balagere,2 BHK,Soresea,1012,2.0,1.0,54.59
2739,Super built-up  Area,Ready To Move,Giri Nagar,7 BHK,Bancyri,4500,5.0,3.0,250.0
2740,Super built-up  Area,Ready To Move,8th Phase JP Nagar,2 BHK,i1rtsCo,871,2.0,2.0,55.0
2741,Built-up  Area,Ready To Move,Chinnapanahalli,2 BHK,Mae 2ow,1020,2.0,2.0,40.0
2742,Super built-up  Area,Ready To Move,Rachenahalli,3 BHK,Sovar S,1550,3.0,3.0,73.5
2744,Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,DLhtsnd,1410,2.0,2.0,80.0
2745,Plot  Area,18-Dec,Chikka Tirupathi,4 Bedroom,Theanmp,3500,5.0,3.0,150.0
2746,Super built-up  Area,18-Apr,Whitefield,2 BHK,Prtates,1118,2.0,1.0,75.0
2747,Super built-up  Area,Ready To Move,Thanisandra,2 BHK,Bhmesy ,1098,2.0,1.0,68.0
2749,Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Trurea ,1145,2.0,2.0,75.0
2751,Super built-up  Area,Ready To Move,Balaji Gardens Layout,2 BHK,GSnts A,1051,2.0,1.0,33.0
2754,Super built-up  Area,Ready To Move,Jalahalli,2 BHK,Tahtsla,1478,2.0,2.0,125.0
2755,Super built-up  Area,18-Aug,Chandapura,1 BHK,SunceEs,645,1.0,1.0,16.45
2756,Carpet  Area,18-Dec,Hebbal,2 BHK,Arcia S,823,2.0,1.0,50.63
2759,Super built-up  Area,Ready To Move,Budigere,3 BHK,PrityTr,1991,4.0,2.0,100.0
2761,Super built-up  Area,Ready To Move,Gubbalala,3 BHK,MauilTr,1745,3.0,2.0,115.0
2766,Super built-up  Area,Ready To Move,5th Phase JP Nagar,2 BHK,Sorta S,1450,2.0,1.0,58.0
2769,Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,Puestol,1843,3.0,2.0,95.84
2772,Super built-up  Area,Ready To Move,Kaggadasapura,2 BHK,Binorn ,1132,2.0,2.0,42.0
2773,Super built-up  Area,Ready To Move,Hulimavu,2 BHK,RatosAr,1375,2.0,2.0,80.0
2775,Super built-up  Area,Ready To Move,Thanisandra,1 BHK,Bhmesy ,760,1.0,2.0,50.3
2777,Super built-up  Area,Ready To Move,Jigani,2 BHK,DLhtsan,918,2.0,2.0,45.0
2780,Super built-up  Area,Ready To Move,HSR Layout,2 BHK,SrisePo,1372,2.0,1.0,61.0
2782,Super built-up  Area,Ready To Move,Ardendale,3 BHK,SoystAm,1728,3.0,2.0,95.0
2783,Super built-up  Area,Ready To Move,Malleshwaram,3 BHK,Sariaat,2215,3.0,1.0,275.0
2784,Super built-up  Area,Ready To Move,BTM 2nd Stage,2 BHK,Crentt ,1200,2.0,2.0,80.0
2787,Super built-up  Area,Ready To Move,Byrasandra,3 BHK,ViisePa,1455,2.0,2.0,56.0
2788,Super built-up  Area,20-Aug, Rachenahalli,1 RK,AsNowre,440,1.0,0.0,28.0
2789,Plot  Area,Ready To Move,Kanakpura Road,3 Bedroom,Nathira,1500,3.0,2.0,97.0
2793,Super built-up  Area,19-Dec,Old Madras Road,2 BHK,SheldGr,1225,2.0,1.0,53.55
2796,Built-up  Area,Ready To Move,Electronic City,3 BHK,Itelaa ,880,2.0,1.0,18.0
2800,Super built-up  Area,Ready To Move,9th Phase JP Nagar,2 BHK,NaensGa,1005,2.0,1.0,42.0
2801,Super built-up  Area,20-Dec,Whitefield,3 BHK,Oreldhi,1562,3.0,2.0,103.0
2802,Built-up  Area,Ready To Move,Devanahalli,4 Bedroom,Soyleif,5000,5.0,2.0,395.0
2807,Super built-up  Area,Ready To Move,Whitefield,2 BHK,BainePr,1190,2.0,2.0,67.0
2808,Built-up  Area,Ready To Move,Chikkalasandra,2 BHK,KsonsCa,1070,2.0,2.0,50.0
2810,Super built-up  Area,Ready To Move,Jalahalli East,2 BHK,ShshaSa,1020,2.0,1.0,42.48
2813,Super built-up  Area,Ready To Move,Akshaya Vana,3 BHK,Rainet ,1300,2.0,1.0,49.0
2814,Super built-up  Area,Ready To Move,Hebbal,2 BHK,Mahosya,1420,2.0,1.0,123.0
2816,Carpet  Area,18-Dec,Hebbal,3 BHK,Arcia S,1069,3.0,2.0,65.4
2817,Super built-up  Area,Ready To Move,Marathahalli,3 BHK,PueraRi,1900,3.0,3.0,123.0
2818,Super built-up  Area,18-May,Old Airport Road,2 BHK,Jaades ,1655,2.0,1.0,97.65
2819,Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,SLnssPr,1155,2.0,2.0,40.42
2820,Built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Esatea ,1300,2.0,2.0,70.0
2821,Super built-up  Area,Ready To Move,Electronic City,2 BHK,Amhidte,1100,2.0,2.0,45.0
2822,Super built-up  Area,Ready To Move,Doddathoguru,2 BHK,Arensh ,1030,2.0,2.0,42.0
2823,Super built-up  Area,Ready To Move,Vittasandra,2 BHK,Prlla C,2105,2.0,1.0,70.2
2824,Built-up  Area,Ready To Move,Bhoganhalli,3 BHK,Prsun S,1700,3.0,2.0,126.0
2825,Super built-up  Area,Ready To Move,Jakkur,3 BHK,BrdgeNo,1760,3.0,2.0,139.0
2829,Built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,Haaceal,912,2.0,1.0,55.0
2831,Super built-up  Area,Ready To Move,Channasandra Layout,3 BHK,Aconyit,1535,3.0,1.0,55.0
2832,Super built-up  Area,Ready To Move,Haralur Road,2 BHK,RInceeg,1243,2.0,2.0,46.0
2833,Super built-up  Area,Ready To Move,Jigani,2 BHK,DLhtsan,918,2.0,2.0,63.2
2834,Super built-up  Area,Ready To Move,Begur Road,3 BHK,MJilayl,1500,2.0,3.0,70.0
2836,Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,HMwerCo,1476,3.0,0.0,89.0
2838,Super built-up  Area,21-Jun,Vijayanagar,1 BHK,Saityat,606,1.0,0.0,34.78
2841,Built-up  Area,Ready To Move,Neeladri Nagar,1 BHK,AdingSV,527,1.0,0.0,26.0
2842,Super built-up  Area,Ready To Move,OMBR Layout,2 BHK,Drerspe,1300,2.0,2.0,80.0
2845,Built-up  Area,Ready To Move,Koramangala,2 BHK,Vaanda ,1140,2.0,1.0,75.2
2847,Super built-up  Area,18-Dec,Whitefield,3 BHK,Prtates,2321,4.0,1.0,128.0
2849,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Asncywo,1725,3.0,3.0,90.0
2850,Super built-up  Area,18-May,Hebbal,4 BHK,SNontle,3067,4.0,1.0,310.0
2851,Super built-up  Area,18-Mar,Hennur Road,3 BHK,Koagati,1186,2.0,1.0,63.0
2852,Super built-up  Area,18-Dec,Kanakpura Road,2 BHK,PrityFa,1230,2.0,1.0,85.0
2858,Super built-up  Area,19-Dec,Binny Pete,1 BHK,She 2rk,660,1.0,1.0,54.0
2859,Super built-up  Area,Ready To Move,Basavangudi,2 BHK,Tinori ,1036,2.0,2.0,105.0
2861,Super built-up  Area,Ready To Move,Old Madras Road,2 BHK,Teilsaf,1100,2.0,1.0,70.0
2865,Built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,GaicaVe,1015,2.0,1.0,56.0
2868,Super built-up  Area,Ready To Move,Nehru Nagar,3 BHK,Ceste C,2167,3.0,3.0,170.0
2870,Super built-up  Area,Ready To Move,Gopalkrishna Nagar,2 BHK,MJarlPe,1165,2.0,2.0,75.0
2871,Super built-up  Area,Ready To Move,BTM 2nd Stage,2 BHK,NDclenn,1274,2.0,2.0,70.0
2872,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1151,2.0,2.0,39.02
2874,Super built-up  Area,Ready To Move,Thubarahalli,3 BHK,ShdhiSa,1626,2.0,2.0,120.0
2880,Built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,Spensas,1570,2.0,2.0,65.0
2881,Built-up  Area,Ready To Move,Volagerekallahalli,2 BHK,PSterAs,117Sq. Yards,2.0,2.0,38.0
2882,Super built-up  Area,Ready To Move,Keerthi Layout,2 BHK,NianaKe,780,2.0,2.0,25.0
2888,Built-up  Area,Ready To Move,Kereguddadahalli,2 BHK,DSdorSp,904,2.0,1.0,30.0
2889,Super built-up  Area,Ready To Move,Shikaripalya,2 BHK,ALtonea,1121,2.0,1.0,43.72
2890,Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Vasta C,1385,2.0,2.0,58.17
2891,Super built-up  Area,Ready To Move,Sahakara Nagar,2 BHK,Rauil T,1270,2.0,1.0,69.85
2892,Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,JRrnauv,1450,3.0,3.0,56.0
2895,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,GrrvaGr,1580,3.0,3.0,53.56
2896,Super built-up  Area,Ready To Move,Thanisandra,2 BHK,Teire G,1111,2.0,1.0,50.0
2898,Super built-up  Area,Ready To Move,Varthur,2 BHK,Maine J,977,2.0,2.0,36.0
2901,Plot  Area,Ready To Move,Sarjapur,4 Bedroom,Puodsm ,2540,4.0,1.0,115.0
2902,Super built-up  Area,17-Dec,Jakkur,2 BHK,BrdgeNo,1290,2.0,1.0,100.0
2904,Super built-up  Area,Ready To Move,Abbigere,2 BHK,SLtias ,795,2.0,1.0,32.54
2905,Super built-up  Area,20-Dec,Kanakpura Road,2 BHK,PrarePa,700,1.0,1.0,35.0
2906,Built-up  Area,Ready To Move,Ambedkar Colony,2 BHK,RMcesa ,1463,1.0,1.0,142.0
2910,Plot  Area,Ready To Move,Bommenahalli,4 Bedroom,Prana S,1670,3.0,0.0,135.0
2911,Built-up  Area,Ready To Move,Jayanagar,3 BHK,Rathira,1875,2.0,3.0,235.0
2912,Plot  Area,Ready To Move,Marsur,3 Bedroom,AreraRe,1200,3.0,1.0,90.0
2914,Super built-up  Area,Ready To Move,1st Phase JP Nagar,3 BHK,Prhtsok,2065,4.0,1.0,210.0
2915,Super built-up  Area,Ready To Move,Hoskote,3 BHK,Deiveer,1225,3.0,1.0,40.0
2916,Super built-up  Area,18-Nov,Thanisandra,2 BHK,Bhe 2ko,934 - 1437,2.0,0.0,58.68
2917,Super built-up  Area,Ready To Move,Bellandur,2 BHK,Trows M,900,2.0,2.0,56.0
2918,Super built-up  Area,19-Dec,Binny Pete,2 BHK,She 2rk,1350,2.0,1.0,91.0
2919,Super built-up  Area,Ready To Move,Kaggalipura,1 BHK,Baowsig,700,1.0,0.0,36.0
2920,Super built-up  Area,18-Jun,Mysore Road,2 BHK,Gopia O,980 - 1030,2.0,0.0,35.175
2923,Carpet  Area,Ready To Move,LB Shastri Nagar,2 BHK,CharkR ,1043,2.0,2.0,55.0
2925,Super built-up  Area,Ready To Move,Hebbal,2 BHK,Diaveic,1040,2.0,2.0,46.0
2926,Super built-up  Area,Ready To Move,Tindlu,3 BHK,Shmolti,1357,2.0,2.0,65.0
2933,Super built-up  Area,Ready To Move,Doddathoguru,3 BHK,SKterAs,1549,3.0,2.0,65.0
2934,Super built-up  Area,Ready To Move,Yeshwanthpur,2 BHK,Goandn ,1400,2.0,2.0,100.0
2935,Super built-up  Area,Ready To Move,Dodda Nekkundi,2 BHK,MavarSa,1080,2.0,2.0,50.0
2936,Built-up  Area,Ready To Move,Ulsoor,2 BHK,Rilor C,1180,2.0,2.0,100.0
2938,Super built-up  Area,Ready To Move,Domlur,3 BHK,Saiewas,1800,3.0,2.0,150.0
2939,Super built-up  Area,18-Aug,Haralur Road,2 BHK,SNnia E,1225,2.0,1.0,67.38
2941,Super built-up  Area,Ready To Move,Abbigere,2 BHK,SLtias ,1005,2.0,1.0,39.59
2942,Super built-up  Area,Ready To Move,Whitefield,2 BHK,BrlisCo,1320,2.0,1.0,95.0
2945,Super built-up  Area,Ready To Move,Hagadur,2 BHK,SSoraba,1110,2.0,2.0,51.0
2948,Super built-up  Area,18-Aug,Electronic City,2 BHK,Prarkun,1128,2.0,1.0,65.35
2949,Super built-up  Area,22-May,Jakkur,2 BHK,SoineC ,1452.19,2.0,1.0,100.0
2951,Super built-up  Area,18-Jul,Banashankari,3 BHK,Rallse ,2600,4.0,1.0,135.0
2952,Super built-up  Area,Ready To Move,Sarakki Nagar,3 BHK,Sowerew,2500,4.0,2.0,325.0
2955,Built-up  Area,Ready To Move,Soundarya Layout,2 BHK,Goe 3la,960,2.0,2.0,32.0
2957,Built-up  Area,Ready To Move,Whitefield,2 BHK,JahanSa,735,2.0,1.0,35.0
2959,Super built-up  Area,Ready To Move,Rajaji Nagar,5 BHK,Pumesim,2849,5.0,0.0,300.0
2960,Super built-up  Area,Ready To Move,Hebbal,2 BHK,Mahosya,1420,2.0,1.0,99.39
2962,Super built-up  Area,Ready To Move,Bisuvanahalli,2 BHK,Prityel,850,1.0,1.0,32.0
2963,Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Eladero,1575,2.0,2.0,110.0
2964,Super built-up  Area,Ready To Move,Thigalarapalya,2 BHK,Prtanha,1418,2.0,2.0,104.0
2966,Super built-up  Area,Ready To Move,Hennur Road,2 BHK,GSideS ,1065,2.0,1.0,42.6
2969,Built-up  Area,18-Aug,Electronic City Phase II,2 BHK,Sryalan,1160,2.0,1.0,33.5
2970,Super built-up  Area,Ready To Move,Kudlu,2 BHK,Srrnasa,1092,2.0,2.0,44.0
2971,Super built-up  Area,Ready To Move,Parappana Agrahara,2 BHK,Peide L,1194,2.0,2.0,47.0
2972,Super built-up  Area,Ready To Move,Yelahanka,3 BHK,Apows M,1455,3.0,1.0,61.5
2973,Super built-up  Area,18-Jun,Abbigere,1 BHK,DSestma,734,1.0,0.0,19.82
2974,Built-up  Area,Ready To Move,Samethanahalli,2 BHK,SPontna,799,2.0,1.0,38.0
2976,Super built-up  Area,Ready To Move,Ardendale,2 BHK,Miwel M,1100,2.0,1.0,48.0
2979,Super built-up  Area,18-Apr,Electronic City,2 BHK,Prarkun,1128,2.0,1.0,65.0
2981,Super built-up  Area,Ready To Move,Cunningham Road,3 BHK,Lelia M,3875,3.0,2.0,864.0
2983,Super built-up  Area,Ready To Move,8th Phase JP Nagar,2 BHK,MBodsen,1098,2.0,1.0,43.91
2985,Super built-up  Area,Ready To Move,Dollars Layout,3 BHK,Sancya ,1460,3.0,2.0,88.0
2988,Super built-up  Area,Ready To Move,Varthur,2 BHK,Hirio L,1091,2.0,1.0,32.0
2989,Super built-up  Area,Ready To Move,Yelahanka,2 BHK,Inurave,1180,2.0,3.0,42.0
2990,Super built-up  Area,19-Dec,Kanakpura Road,2 BHK,PrityFa,1366,3.0,1.0,76.85
2991,Super built-up  Area,Ready To Move,RMV Extension,3 BHK,DSureSi,1685,3.0,2.0,95.0
2992,Built-up  Area,Ready To Move,Koramangala,2 BHK,Gencysi,1260,2.0,3.0,100.0
2993,Plot  Area,Ready To Move,Whitefield,3 Bedroom,Chpana ,3010,3.0,2.0,200.0
2996,Super built-up  Area,18-Apr,Whitefield,2 BHK,Prtates,1346,2.0,1.0,96.17
2997,Super built-up  Area,18-Aug,Chandapura,1 BHK,Dhowsyo,630,1.0,0.0,13.86
2999,Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Brngsal,1850,3.0,2.0,140.0
3001,Super built-up  Area,Ready To Move,Electronic City,2 BHK,GMown E,755,1.0,1.0,34.0
3003,Super built-up  Area,Ready To Move,Parappana Agrahara,2 BHK,Peide L,1194,2.0,2.0,46.0
3005,Super built-up  Area,18-Jul,Hebbal,4 BHK,Cehosy ,4235,4.0,2.0,365.0
3007,Super built-up  Area,Ready To Move,Rachenahalli,3 BHK,Leino C,2250,3.0,1.0,195.0
3008,Super built-up  Area,Ready To Move,Vijayanagar,2 BHK,Rancy R,1352,2.0,2.0,68.0
3009,Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Soitya ,2002,3.0,2.0,112.0
3010,Plot  Area,Ready To Move,Bileshivale,4 Bedroom,FeowsMe,4000,5.0,1.0,280.0
3011,Built-up  Area,Ready To Move,Kaval Byrasandra,2 BHK,KuncyRe,1060,2.0,2.0,45.0
3012,Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,SoapeSu,1419.59,2.0,1.0,59.0
3013,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1196,2.0,2.0,51.15
3015,Super built-up  Area,18-Apr,Electronics City Phase 1,3 BHK,Shitt S,1595,3.0,2.0,75.0
3016,Super built-up  Area,Ready To Move,Banashankari,2 BHK,Goeesem,1260,2.0,3.0,75.0
3018,Super built-up  Area,Ready To Move,Frazer Town,2 BHK,Asneren,1550,2.0,2.0,140.0
3020,Plot  Area,18-Dec,Electronic City,4 Bedroom,Janaala,4000,5.0,1.0,150.0
3021,Built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,DLhtsnd,1662,3.0,2.0,85.0
3024,Super built-up  Area,Ready To Move,Ambedkar Nagar,3 BHK,SoechHa,1862,3.0,2.0,119.0
3025,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1419,2.0,2.0,48.0
3027,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,PrrvaPl,1560,2.0,2.0,62.4
3029,Super built-up  Area,19-Nov,Thanisandra,3 BHK,Bhe 2ko,1634,3.0,3.0,78.0
3030,Plot  Area,Ready To Move,Ambedkar Nagar,5 Bedroom,Thessrm,5530,5.0,3.0,627.0
3034,Super built-up  Area,17-Dec,Nagavarapalya,2 BHK,PuonsSe,1392,2.0,1.0,99.0
3035,Super built-up  Area,19-Dec,Jakkur,3 BHK,Ceezey ,1798,3.0,1.0,120.0
3036,Super built-up  Area,Ready To Move,Babusapalaya,3 BHK,Veisear,1675,3.0,3.0,75.0
3040,Super built-up  Area,19-Jun,Hebbal,3 BHK,Raard B,1700,3.0,2.0,124.0
3041,Super built-up  Area,Ready To Move,Hulimavu,2 BHK,Vandak ,1248,2.0,1.0,69.0
3042,Built-up  Area,Ready To Move,Kalkere,2 BHK,Sanetra,1147,2.0,1.0,54.0
3043,Super built-up  Area,Ready To Move,Sultan Palaya,2 BHK,HintsAp,1100,2.0,2.0,40.0
3044,Super built-up  Area,Ready To Move,Vijayanagar,3 BHK,Rancy R,1527,3.0,2.0,115.0
3046,Super built-up  Area,21-Dec,Kanakpura Road,1 BHK,PrarePa,525,1.0,1.0,25.0
3047,Super built-up  Area,Ready To Move,Kaggadasapura,2 BHK,RohtsHe,1100,2.0,3.0,58.0
3050,Built-up  Area,Ready To Move,Gopal Reddy Layout,3 BHK,Krestee,2100,3.0,1.0,75.0
3052,Super built-up  Area,Ready To Move,Ambalipura,2 BHK,Dimes E,1332,2.0,1.0,79.0
3055,Super built-up  Area,Ready To Move,Haralur Road,2 BHK,RInceeg,1243,2.0,2.0,46.0
3058,Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,TRensre,1200,2.0,2.0,50.0
3059,Super built-up  Area,18-Jun,Ramagondanahalli,2 BHK,ViistLa,1251,2.0,1.0,47.4
3060,Super built-up  Area,Ready To Move,Kambipura,2 BHK,Prrtht ,883,2.0,1.0,45.0
3061,Super built-up  Area,Ready To Move,Pai Layout,3 BHK,Tencyes,1400,2.0,3.0,67.0
3062,Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,Brway G,1800,3.0,3.0,260.0
3063,Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,Soiniy ,1703,3.0,2.0,113.0
3066,Super built-up  Area,Ready To Move,Jigani,2 BHK,DLhtsen,933,2.0,2.0,43.0
3068,Super built-up  Area,Ready To Move,Brookefield,2 BHK,Mapleer,1262,2.0,1.0,75.0
3069,Super built-up  Area,Ready To Move,Yelahanka,2 BHK,Rarthne,915,2.0,2.0,48.0
3070,Super built-up  Area,Ready To Move,Panathur,3 BHK,Saite G,1370,2.0,2.0,61.5
3071,Super built-up  Area,Ready To Move,Malleshpalya,2 BHK,Shise P,1210,2.0,3.0,55.0
3072,Super built-up  Area,Ready To Move,Kodihalli,3 BHK,Soianal,2392,4.0,2.0,260.0
3078,Super built-up  Area,Ready To Move,Thanisandra,3 BHK,MNlam G,1445,2.0,3.0,40.31
3079,Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Evood S,1300,2.0,1.0,55.0
3081,Super built-up  Area,Ready To Move,Jakkur,2 BHK,HRaniIb,1300,2.0,1.0,85.0
3082,Super built-up  Area,18-Jul,Chandapura,3 BHK,SunceEs,1185,2.0,2.0,30.22
3091,Super built-up  Area,Ready To Move,Hennur Road,2 BHK,Maity W,1385,2.0,1.0,83.09
3093,Super built-up  Area,Ready To Move,Lakshminarayana Pura,2 BHK,RothaVa,1149,2.0,1.0,75.0
3094,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Adeatlm,2180,3.0,2.0,170.0
3097,Plot  Area,Ready To Move,Thurahalli,5 Bedroom,Jalot C,1200,5.0,0.0,195.0
3098,Super built-up  Area,Ready To Move,Hulimavu,3 BHK,NiarkHy,1818,3.0,1.0,135.0
3100,Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,Brway G,1640,3.0,2.0,241.0
